x,y,slope
0.02637416987272667,1.0514153663005894,1.0023020035490908
7.478212592449287,9.112000672816178,1.0252045610941782
9.393303316539647,7.164508876496655,1.01316609517459
3.6056882785875013,1.0492232996992918,0.9844385563731457
-0.08174244787284358,5.233887122921541,0.9697660155705854
3.546569672077726,-0.6024833358974835,0.9726203878099978
7.372228042917798,0.6907221417294369,0.973894284612811
0.144832954305278,9.240691728484808,1.0652348346555278
9.194871900461656,3.171729411744929,0.9689370618103753
5.405839609848448,6.993210943856668,0.9637687175015134
9.068434627774032,-0.9897340565745023,1.0571297754759672
1.7503137150248065,7.272772884303576,0.9696235143866513
1.620894649623686,3.082797845433187,0.9689676225719437
7.311251460446156,5.059801220438322,0.9475273874903344
3.644241367632287,9.308917959920953,1.047143231380265
-0.05283018508612582,-0.7113926001778911,1.0558851513642558
3.6028760734348992,4.91442326055868,0.9556996940109843
5.4713539351383425,3.30272957638107,0.9520518815936764
10.0940683492584,2.9530744522030052,0.9986999452897153
-0.08555678213424692,-0.007001478696969624,0.9882855249673046
2.5438996034680863,1.3504423387153448,0.9766969482289601
7.682209405691252,7.559709118547071,0.9773715604649817
5.132274890337625,9.269297281728367,1.03396365007205
0.08487164131235966,5.970542197202196,0.978724058271111
5.018680348128996,-0.23841467378933068,0.9510018617927285
-0.07142230321699403,2.925390184196164,0.9509675968226363
2.4752532434305756,7.62327854050877,0.9683761072585735
7.515119712358131,1.41642282119903,0.9731545135383607
9.945580819165539,-0.14103012228617662,1.063913978382011
10.209064589703331,6.11073358024749,1.0436689574110105
7.606786091210976,4.42118084919021,0.9580364940711606
5.208062049840254,3.165729242278383,0.9392470885274575
5.180516683754678,5.989241950077947,0.9642303649328815
10.066725573223213,9.212747609373348,1.0863183619313337
2.636445526536281,4.502430505507863,0.9411776718569067
-0.0009532433178905338,9.454698705333906,1.0614412575182166
